FID,Project,StationName,TripCode,SampleDate_Local,SampleDate_UTC,Latitude,Longitude,SecchiDepth_m,trip_code,geom,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umoL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f43,NRS,Rottnest Island,ROT20121126,2012-11-26,2012-11-26,-32,115.4167,22,ROT20121126,POINT (115.41667 -32),20,ROT20121126_20,35.567,1,2041.72,1,2332.2,1,,9,0.04,1,0,1,,9,0.01,1,1.3,1,,,,,,,,,,,0.006,0.013,0.003,0,,,0.024,0,0.317,0.058,0,0.043,0.031,,0.007,0,0.017,0.003,0,0.336,0.019,0.058,0,0,0.047,0,0.052,0,0,0,0,0.007,0.006,0,0,0,0.016,0,0,0.006,0.025,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f42,NRS,Rottnest Island,ROT20121126,2012-11-26,2012-11-26,-32,115.4167,22,ROT20121126,POINT (115.41667 -32),30,ROT20121126_30,35.598,1,,9,,9,,9,0.08,1,0.1,1,,9,0.02,1,1.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f41,NRS,Rottnest Island,ROT20121126,2012-11-26,2012-11-26,-32,115.4167,22,ROT20121126,POINT (115.41667 -32),40,ROT20121126_40,35.612,1,2050.17,1,2341.57,1,,9,0.11,1,0.3,1,,9,0.03,1,1.8,1,,,,,,,,,,,0.004,0.007,0,0,,,0.013,0,0.155,0.034,0,0.028,0.016,,0.008,0,0.011,0.003,0,0.175,0.02,0.034,0,0,0.039,0,0.03,0,0,0,0,0.003,0.007,0,0,0,0.006,0,0,0.002,0.014,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f40,NRS,Rottnest Island,ROT20121126,2012-11-26,2012-11-26,-32,115.4167,22,ROT20121126,POINT (115.41667 -32),46,ROT20121126_46,35.613,1,2049.64,1,2339.56,1,,9,0.13,1,0.4,1,,9,0.04,1,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f3f,NRS,Rottnest Island,ROT20121126,2012-11-26,2012-11-26,-32,115.4167,22,ROT20121126,POINT (115.41667 -32),WC,ROT20121126_WC,,,,,,,,,,,,,,,,,,,0.3,0.3,0.6,0,13130.5,1,14317,1,2394.5,1,0.007,0.011,0.002,0,,,0.025,0,0.246,0.043,0,0.04,0.03,,0.007,0,0.022,0.004,0,0.264,0.018,0.043,0,0,0.05,0,0.046,0,0,0,0,0.005,0.006,0,0,0,0.011,0,0,0.006,0.022,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f3e,NRS,Rottnest Island,ROT20121219,2012-12-19,2012-12-19,-32,115.4167,18,ROT20121219,POINT (115.41667 -32),0,ROT20121219_0,35.582,1,2038.15,9,2336.04,9,,9,0.11,1,0.4,1,,9,0.1,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f3d,NRS,Rottnest Island,ROT20121219,2012-12-19,2012-12-19,-32,115.4167,18,ROT20121219,POINT (115.41667 -32),10,ROT20121219_10,35.571,1,,9,,9,,9,0.04,1,0,1,,9,0.09,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f3c,NRS,Rottnest Island,ROT20121219,2012-12-19,2012-12-19,-32,115.4167,18,ROT20121219,POINT (115.41667 -32),20,ROT20121219_20,35.512,1,2038.59,1,2328.61,1,,9,0.15,1,0.2,1,,9,0.13,1,1.8,1,,,,,,,,,,,0.004,0.012,0.003,0.006,,,0.037,0,0.21,0.047,0,0.037,0.046,,0,0,0.013,0.007,0,0.247,0.037,0.051,0.004,0,0.024,0,0.052,0,0,0,0,0.004,0.007,0,0,0,0.006,0,0,0.002,0.021,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f3b,NRS,Rottnest Island,ROT20121219,2012-12-19,2012-12-19,-32,115.4167,18,ROT20121219,POINT (115.41667 -32),30,ROT20121219_30,35.508,1,,9,,9,,9,0.15,1,0.3,1,,9,0.12,1,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f3a,NRS,Rottnest Island,ROT20121219,2012-12-19,2012-12-19,-32,115.4167,18,ROT20121219,POINT (115.41667 -32),40,ROT20121219_40,35.509,1,2039.95,1,2338.09,1,,9,0.31,1,0.4,1,,9,0.19,1,1.9,1,,,,,,,,,,,0.003,0.012,0.002,0,,,0.037,0,0.209,0.045,0,0.034,0.043,,0,0,0.011,0.006,0,0.246,0.037,0.049,0.004,0,0.025,0,0.045,0,0,0,0,0.003,0.004,0,0,0,0.006,0,0,0.001,0.02,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f39,NRS,Rottnest Island,ROT20121219,2012-12-19,2012-12-19,-32,115.4167,18,ROT20121219,POINT (115.41667 -32),46,ROT20121219_46,35.51,1,2039.05,1,2327.69,1,,9,0.13,1,0.2,1,,9,0.11,1,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f38,NRS,Rottnest Island,ROT20121219,2012-12-19,2012-12-19,-32,115.4167,18,ROT20121219,POINT (115.41667 -32),WC,ROT20121219_WC,,,,,,,,,,,,,,,,,,,0,0,0.4,0,14469,1,11350.5,1,2037,1,0.003,0.011,0.002,0.007,,,0.026,0,0.179,0.032,0,0.028,0.03,,0,0,0.013,0.005,0,0.207,0.028,0.036,0.004,0,0.023,0,0.04,0,0,0,0,0.002,0.008,0,0,0,0.005,0,0,0.002,0.023,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f37,NRS,Rottnest Island,ROT20130125,2013-01-25,2013-01-25,-32,115.4167,14,ROT20130125,POINT (115.41667 -32),0,ROT20130125_0,35.683,1,2033.15,9,2337.16,9,,9,0.01,1,0,1,,9,0.06,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f36,NRS,Rottnest Island,ROT20130125,2013-01-25,2013-01-25,-32,115.4167,14,ROT20130125,POINT (115.41667 -32),10,ROT20130125_10,35.679,1,,9,,9,,9,0.02,1,0.1,1,,9,0.06,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f35,NRS,Rottnest Island,ROT20130125,2013-01-25,2013-01-25,-32,115.4167,14,ROT20130125,POINT (115.41667 -32),20,ROT20130125_20,35.677,1,2032.99,1,2337.45,1,,9,0,1,0,1,,9,0.07,1,0.3,1,,,,,,,,,,,0,0.018,0,0,,,0.004,0,0.386,0.011,0,0.055,0.023,,0.02,0,0.016,0.003,0,0.393,0.007,0.011,0,0,0.109,0,0.018,0,0,0,0,0,0,0.044,0,0,0,0,0,0.002,0.05,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f34,NRS,Rottnest Island,ROT20130125,2013-01-25,2013-01-25,-32,115.4167,14,ROT20130125,POINT (115.41667 -32),30,ROT20130125_30,35.68,1,,9,,9,,9,0,1,0,1,,9,0.06,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f33,NRS,Rottnest Island,ROT20130125,2013-01-25,2013-01-25,-32,115.4167,14,ROT20130125,POINT (115.41667 -32),40,ROT20130125_40,35.662,1,2045.53,1,2328.9,1,,9,0.03,1,0.4,1,,9,0.1,1,1.1,1,,,,,,,,,,,0,0.012,0,0,,,0.005,0,0.324,0.006,0,0.054,0.028,,0.015,0,0.012,0.005,0,0.329,0.005,0.006,0,0,0.118,0,0.016,0,0,0,0,0,0,0.027,0,0,0,0,0,0.001,0.023,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f32,NRS,Rottnest Island,ROT20130125,2013-01-25,2013-01-25,-32,115.4167,14,ROT20130125,POINT (115.41667 -32),46,ROT20130125_46,35.655,1,2052.86,1,2340.16,1,,9,0.07,1,0.6,1,,9,0.13,1,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f31,NRS,Rottnest Island,ROT20130125,2013-01-25,2013-01-25,-32,115.4167,14,ROT20130125,POINT (115.41667 -32),WC,ROT20130125_WC,,,,,,,,,,,,,,,,,,,0.4,0.4,0.8,0,5229.5,1,62832,1,1459,1,0,0.017,0,0,,,0.006,0,0.362,0.01,0,0.058,0.023,,0.032,0,0.018,0.003,0,0.369,0.007,0.01,0,0,0.118,0,0.017,0,0,0,0,0,0,0.03,0,0,0,0,0,0.002,0.044,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f30,NRS,Rottnest Island,ROT20130221,2013-02-21,2013-02-21,-32,115.4167,22,ROT20130221,POINT (115.41667 -32),0,ROT20130221_0,35.469,1,2026.33,1,2327.44,1,,9,0.05,1,0,1,,9,0.01,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f2f,NRS,Rottnest Island,ROT20130221,2013-02-21,2013-02-21,-32,115.4167,22,ROT20130221,POINT (115.41667 -32),10,ROT20130221_10,35.509,1,,9,,9,,9,0.05,1,0,1,,9,0,1,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f2e,NRS,Rottnest Island,ROT20130221,2013-02-21,2013-02-21,-32,115.4167,22,ROT20130221,POINT (115.41667 -32),20,ROT20130221_20,35.55,1,2027.34,1,2331.13,1,,9,0.08,1,0,1,,9,0.04,1,1.9,1,,,,,,,,,,,0,0.004,0,0,,,0.005,0,0.163,0.033,0.004,0.016,0.007,,0,0,0.002,0,0,0.163,0,0.033,0,0,0.015,0,0.018,0,0,0,0,0.003,0,0,0,0,0.007,0,0,0,0.019,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f2d,NRS,Rottnest Island,ROT20130221,2013-02-21,2013-02-21,-32,115.4167,22,ROT20130221,POINT (115.41667 -32),30,ROT20130221_30,35.556,1,,9,,9,,9,0.07,1,0,1,,9,0,1,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f2c,NRS,Rottnest Island,ROT20130221,2013-02-21,2013-02-21,-32,115.4167,22,ROT20130221,POINT (115.41667 -32),40,ROT20130221_40,35.56,1,2026.61,1,2332.28,1,,9,0.07,1,0,1,,9,0.01,1,1.8,1,,,,,,,,,,,0.003,0.007,0.003,0,,,0.008,0,0.222,0.045,0.003,0.025,0.017,,0,0,0.004,0,0,0.228,0.006,0.045,0,0,0.022,0,0.028,0,0,0,0,0.003,0,0,0,0,0.007,0,0,0,0.018,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f2b,NRS,Rottnest Island,ROT20130221,2013-02-21,2013-02-21,-32,115.4167,22,ROT20130221,POINT (115.41667 -32),46,ROT20130221_46,35.561,1,2028.2,1,2331.63,1,,9,0.08,1,0,1,,9,0,1,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f2a,NRS,Rottnest Island,ROT20130221,2013-02-21,2013-02-21,-32,115.4167,22,ROT20130221,POINT (115.41667 -32),WC,ROT20130221_WC,,,,,,,,,,,,,,,,,,,0.2,0.2,0.6,0,4368,1,18826.5,1,2258,1,0,0.004,0,0,,,0.003,0,0.131,0.027,0.002,0.011,0.005,,0,0,0.003,0,0,0.131,0,0.027,0,0,0.012,0,0.012,0,0,0,0,0.002,0,0,0,0,0.006,0,0,0,0.015,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f29,NRS,Rottnest Island,ROT20130321,2013-03-21,2013-03-21,-32,115.4167,23.5,ROT20130321,POINT (115.41667 -32),0,ROT20130321_0,35.507,1,2025.96,1,2331.77,1,,9,0.03,1,0,1,,9,0,1,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f28,NRS,Rottnest Island,ROT20130321,2013-03-21,2013-03-21,-32,115.4167,23.5,ROT20130321,POINT (115.41667 -32),10,ROT20130321_10,35.505,1,,9,,9,,9,0.04,1,0,1,,9,0.02,1,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f27,NRS,Rottnest Island,ROT20130321,2013-03-21,2013-03-21,-32,115.4167,23.5,ROT20130321,POINT (115.41667 -32),20,ROT20130321_20,35.509,1,2022.6,1,2330.02,1,,9,0.03,1,0.1,1,,9,0.01,1,1.5,1,,,,,,,,,,,0.004,0.012,0.003,0,,,0.016,0,0.279,0.033,0,0.035,0.031,,0.017,0,0.018,0.007,0,0.297,0.018,0.033,0,0,0.048,0,0.042,0,0.004,0,0,0.004,0.005,0,0,0,0.006,0,0,0,0.004,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f26,NRS,Rottnest Island,ROT20130321,2013-03-21,2013-03-21,-32,115.4167,23.5,ROT20130321,POINT (115.41667 -32),30,ROT20130321_30,35.508,1,,9,,9,,9,0.14,1,0.1,1,,9,0.02,1,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f25,NRS,Rottnest Island,ROT20130321,2013-03-21,2013-03-21,-32,115.4167,23.5,ROT20130321,POINT (115.41667 -32),40,ROT20130321_40,35.513,1,2028.04,1,2328.04,1,,9,0.09,1,0.2,1,,9,0.01,1,1.5,1,,,,,,,,,,,0.005,0.016,0.003,0,,,0.022,0,0.369,0.047,0,0.056,0.057,,0.032,0,0.021,0.009,0,0.386,0.017,0.047,0,0,0.087,0,0.057,0,0,0,0,0.005,0.007,0,0,0,0.009,0,0,0.002,0.029,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f24,NRS,Rottnest Island,ROT20130321,2013-03-21,2013-03-21,-32,115.4167,23.5,ROT20130321,POINT (115.41667 -32),46,ROT20130321_46,35.513,1,2028.16,1,2327.63,1,,9,0.1,1,0.2,1,,9,0.02,1,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f23,NRS,Rottnest Island,ROT20130321,2013-03-21,2013-03-21,-32,115.4167,23.5,ROT20130321,POINT (115.41667 -32),WC,ROT20130321_WC,,,,,,,,,,,,,,,,,,,0.3,0.3,0.6,0,,,,,,,0.004,0.008,0.002,0,,,0.007,0,0.241,0.021,0,0.031,0.028,,0.013,0,0.018,0.006,0,0.249,0.008,0.021,0,0,0.059,0,0.035,0,0,0,0,0.002,0.005,0,0,0,0.003,0,0,0,0.02,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f22,NRS,Rottnest Island,ROT20130423,2013-04-23,2013-04-23,-32,115.4167,16,ROT20130423,POINT (115.41667 -32),0,ROT20130423_0,35.408,1,2020.26,1,2326.31,1,,9,0.04,1,0.1,1,,9,0.08,1,2.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f21,NRS,Rottnest Island,ROT20130423,2013-04-23,2013-04-23,-32,115.4167,16,ROT20130423,POINT (115.41667 -32),10,ROT20130423_10,35.404,1,,9,,9,,9,0.05,1,0.1,1,,9,0.08,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f20,NRS,Rottnest Island,ROT20130423,2013-04-23,2013-04-23,-32,115.4167,16,ROT20130423,POINT (115.41667 -32),20,ROT20130423_20,35.408,1,2020.8,1,2324.12,1,,9,0.08,1,0.3,1,,9,0.09,1,2.1,1,,,,,,,,,,,0.006,0.012,0.002,0.003,,,0.029,0,0.331,0.078,0,0.043,0.038,,0.008,0,0.013,0,0,0.36,0.029,0.078,0,0,0.039,0,0.062,0,0.004,0,0,0.01,0.01,0,0,0,0.02,0,0,0.007,0.029,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f1f,NRS,Rottnest Island,ROT20130423,2013-04-23,2013-04-23,-32,115.4167,16,ROT20130423,POINT (115.41667 -32),30,ROT20130423_30,35.475,1,,9,,9,,9,0.12,1,0.4,1,,9,0.12,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f1e,NRS,Rottnest Island,ROT20130423,2013-04-23,2013-04-23,-32,115.4167,16,ROT20130423,POINT (115.41667 -32),40,ROT20130423_40,35.638,1,2052.73,1,2332.4,1,,9,0.23,1,1.1,1,,9,0.18,1,1.8,1,,,,,,,,,,,0,0.012,0,0.003,,,0.029,0,0.239,0.034,0,0.03,0.033,,0.006,0,0.011,0,0,0.248,0.009,0.034,0,0,0.063,0,0.029,0,0.003,0,0,0.004,0,0.033,0,0,0.009,0,0,0.003,0.018,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f1d,NRS,Rottnest Island,ROT20130423,2013-04-23,2013-04-23,-32,115.4167,16,ROT20130423,POINT (115.41667 -32),46,ROT20130423_46,35.618,1,2055.44,1,2329.24,1,,9,0.25,1,1.4,1,,9,0.18,1,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f1c,NRS,Rottnest Island,ROT20130423,2013-04-23,2013-04-23,-32,115.4167,16,ROT20130423,POINT (115.41667 -32),WC,ROT20130423_WC,,,,,,,,,,,,,,,,,,,0.4,0.4,0.7,0,23840.5,1,20501.5,1,7518,1,0.005,0.016,0,0.004,,,0.032,0,0.347,0.068,0,0.045,0.037,,0.009,0,0.018,0,0,0.371,0.024,0.068,0,0,0.057,0,0.062,0,0.004,0,0,0.008,0.006,0,0,0,0.017,0,0,0.007,0.027,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f1b,NRS,Rottnest Island,ROT20130517,2013-05-17,2013-05-17,-32,115.4167,12,ROT20130517,POINT (115.41667 -32),0,ROT20130517_0,35.36,1,2026.86,1,2319.74,1,,9,0.12,1,0.2,1,,9,0.1,1,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f1a,NRS,Rottnest Island,ROT20130517,2013-05-17,2013-05-17,-32,115.4167,12,ROT20130517,POINT (115.41667 -32),10,ROT20130517_10,35.359,1,,9,,9,,9,0.21,1,0.2,1,,9,0.12,1,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f19,NRS,Rottnest Island,ROT20130517,2013-05-17,2013-05-17,-32,115.4167,12,ROT20130517,POINT (115.41667 -32),20,ROT20130517_20,35.418,1,2039.86,1,2323.61,1,,9,0.08,1,0.1,1,,9,0.1,1,1.9,1,,,,,,,,,,,0.018,0.019,0.004,0.005,,,0.018,0,0.439,0.092,0,0.05,0.037,,0.011,0,0.023,0.004,0,0.453,0.014,0.092,0,0,0.058,0,0.046,0,0.007,0,0,0.01,0.008,0,0,0,0.025,0,0,0.012,0.038,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f18,NRS,Rottnest Island,ROT20130517,2013-05-17,2013-05-17,-32,115.4167,12,ROT20130517,POINT (115.41667 -32),30,ROT20130517_30,35.47,1,,9,,9,,9,0.32,1,0.3,1,,9,0.13,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f17,NRS,Rottnest Island,ROT20130517,2013-05-17,2013-05-17,-32,115.4167,12,ROT20130517,POINT (115.41667 -32),40,ROT20130517_40,35.469,1,2049.25,1,2325.66,1,,9,0.29,1,0.4,1,,9,0.14,1,1.2,1,,,,,,,,,,,0.014,0.017,0,0.006,,,0.012,0,0.44,0.065,0,0.052,0.039,,0.018,0,0.026,0.006,0,0.448,0.008,0.065,0,0,0.117,0,0.036,0,0.006,0,0,0.007,0.008,0,0,0,0.018,0,0,0.006,0.025,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f16,NRS,Rottnest Island,ROT20130517,2013-05-17,2013-05-17,-32,115.4167,12,ROT20130517,POINT (115.41667 -32),46,ROT20130517_46,35.472,1,2050.53,1,2325.9,1,,9,0.26,1,0.3,1,,9,0.13,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f15,NRS,Rottnest Island,ROT20130517,2013-05-17,2013-05-17,-32,115.4167,12,ROT20130517,POINT (115.41667 -32),WC,ROT20130517_WC,,,,,,,,,,,,,,,,,,,0.5,0.5,1.1,0,13823.5,1,31064.5,1,3832.5,1,0.016,0.022,0.003,0.012,,,0.02,0,0.548,0.115,0,0.064,0.042,,0.015,0,0.02,0.003,0,0.562,0.014,0.115,0,0,0.09,0,0.054,0,0.005,0,0,0.014,0.005,0,0,0,0.032,0,0,0.014,0.038,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f14,NRS,Rottnest Island,ROT20130712,2013-07-12,2013-07-12,-32,115.4167,19,ROT20130712,POINT (115.41667 -32),0,ROT20130712_0,35.135,1,2000.18,1,2305.85,1,,9,0.11,1,0.4,1,,9,0.1,1,2.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f13,NRS,Rottnest Island,ROT20130712,2013-07-12,2013-07-12,-32,115.4167,19,ROT20130712,POINT (115.41667 -32),10,ROT20130712_10,35.132,1,,9,,9,,9,0.07,1,0.3,1,,9,0.09,1,2.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f12,NRS,Rottnest Island,ROT20130712,2013-07-12,2013-07-12,-32,115.4167,19,ROT20130712,POINT (115.41667 -32),20,ROT20130712_20,35.13,1,1998.24,1,2305.12,1,,9,0.09,1,0.3,1,,9,0.09,1,2.2,1,,,,,,,,,,,0.004,0.006,0,0,,,0.005,0,0.186,0.028,0,0.02,0.006,,0,0,0.003,0,0,0.186,0,0.028,0,0,0.009,0,0.015,0,0,0,0,0.001,0.005,0,0,0,0.005,0,0,0,0.016,2,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f11,NRS,Rottnest Island,ROT20130712,2013-07-12,2013-07-12,-32,115.4167,19,ROT20130712,POINT (115.41667 -32),30,ROT20130712_30,35.159,1,,9,,9,,9,0.06,1,0.3,1,,9,0.09,1,2.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f10,NRS,Rottnest Island,ROT20130712,2013-07-12,2013-07-12,-32,115.4167,19,ROT20130712,POINT (115.41667 -32),40,ROT20130712_40,35.221,1,2013.51,1,2310.6,1,,9,0.11,1,0.3,1,,9,0.1,1,2,1,,,,,,,,,,,0.003,0.007,0,0,,,0.006,0,0.252,0.045,0,0.026,0.015,,0.007,0,0.004,0,0,0.252,0,0.045,0,0,0.022,0,0.028,0,0,0,0,0.003,0.005,0,0,0,0.008,0,0,0.001,0.02,2,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f0f,NRS,Rottnest Island,ROT20130712,2013-07-12,2013-07-12,-32,115.4167,19,ROT20130712,POINT (115.41667 -32),46,ROT20130712_46,35.25,1,2018.72,1,2312.33,1,,9,0.13,1,0.4,1,,9,0.11,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f0e,NRS,Rottnest Island,ROT20130712,2013-07-12,2013-07-12,-32,115.4167,19,ROT20130712,POINT (115.41667 -32),WC,ROT20130712_WC,,,,,,,,,,,,,,,,,,,0.4,0.4,0.8,0,2215.5,1,25515,1,2672.5,1,0.006,0.009,0,0,,,0.011,0,0.337,0.053,0,0.039,0.029,,0.011,0,0.007,0,0,0.337,0,0.053,0,0,0.037,0,0.034,0,0,0,0,0.003,0.006,0,0,0,0.01,0,0,0.001,0.025,2,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1f0d,NRS,Rottnest Island,ROT20131001,2013-10-01,2013-10-01,-32,115.4167,13,ROT20131001,POINT (115.41667 -32),0,ROT20131001_0,35.245,1,2026.66,1,2317.03,1,,9,0.05,1,0.1,1,,9,0.09,1,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
